***** EVD.Astro.Spectral._RunSpectral.ForR
TempK   nm     flux
5450 673.00 10836.249
5450 674.00 10836.235
5450 675.00 10836.133
5450 676.00 10835.944
5450 677.00 10835.669
5450 678.00 10835.307
5450 679.00 10834.860
5450 680.00 10834.329
5450 681.00 10833.712
5450 682.00 10833.012
5450 683.00 10832.229
5450 684.00 10831.362
5450 685.00 10830.414
5450 686.00 10829.383
5450 687.00 10828.272
5450 688.00 10827.079
5450 689.00 10825.807
5450 690.00 10824.454
5450 691.00 10823.023
5450 692.00 10821.513
5450 693.00 10819.925
5450 694.00 10818.259
5450 695.00 10816.517
5450 696.00 10814.697
5450 697.00 10812.802
5450 698.00 10810.831
5450 699.00 10808.785
5450 700.00 10806.664
5450 701.00 10804.469
5450 702.00 10802.201
5450 703.00 10799.860
5450 704.00 10797.446
5450 705.00 10794.960
5450 706.00 10792.402
5450 707.00 10789.774
5450 708.00 10787.075
5450 709.00 10784.305
5450 710.00 10781.466
5450 711.00 10778.558
5450 712.00 10775.582
5450 713.00 10772.537
5450 714.00 10769.424
5450 715.00 10766.244
5450 716.00 10762.997
5450 717.00 10759.684
5450 718.00 10756.305
5450 719.00 10752.861
5450 720.00 10749.352
5450 721.00 10745.779
5450 722.00 10742.141
5450 723.00 10738.440
5450 724.00 10734.676
5450 725.00 10730.850
5450 726.00 10726.961
5450 727.00 10723.010
5450 728.00 10718.998
5450 729.00 10714.926
5450 730.00 10710.793
5450 731.00 10706.600
5450 732.00 10702.348
5450 733.00 10698.037
5450 734.00 10693.667
5450 735.00 10689.239
5450 736.00 10684.753
5450 737.00 10680.210
5450 738.00 10675.610
5450 739.00 10670.953
5450 740.00 10666.241
5450 741.00 10661.473
5450 742.00 10656.650
5450 743.00 10651.772
5450 744.00 10646.840
5450 745.00 10641.854
5450 746.00 10636.814
5450 747.00 10631.721
5450 748.00 10626.576
5450 749.00 10621.378
5450 750.00 10616.129
5450 751.00 10610.828
5450 752.00 10605.476
5450 753.00 10600.073
5450 754.00 10594.621
5450 755.00 10589.118
5450 756.00 10583.566
5450 757.00 10577.964
5450 758.00 10572.314
5450 759.00 10566.616
5450 760.00 10560.870
5450 761.00 10555.076
5450 762.00 10549.236
5450 763.00 10543.348
5450 764.00 10537.414
5450 765.00 10531.434
5450 766.00 10525.409
5450 767.00 10519.338
5450 768.00 10513.222
5450 769.00 10507.062
5450 770.00 10500.858
5450 771.00 10494.610
5450 772.00 10488.318
5450 773.00 10481.984
5450 774.00 10475.607
5450 775.00 10469.187
5450 776.00 10462.726
5450 777.00 10456.223
5450 778.00 10449.678
5450 779.00 10443.093
5450 780.00 10436.467
5450 781.00 10429.801
5450 782.00 10423.096
5450 783.00 10416.350
5450 784.00 10409.566
5450 785.00 10402.742
5450 786.00 10395.881
5450 787.00 10388.980
5450 788.00 10382.043
5450 789.00 10375.067
5450 790.00 10368.055
5450 791.00 10361.005
5450 792.00 10353.920
5450 793.00 10346.798
5450 794.00 10339.640
5450 795.00 10332.446
5450 796.00 10325.218
5450 797.00 10317.954
5450 798.00 10310.656
5450 799.00 10303.324
5450 800.00 10295.958
5450 801.00 10288.558
5450 802.00 10281.125
5450 803.00 10273.658
5450 804.00 10266.159
5450 805.00 10258.628
5450 806.00 10251.065
5450 807.00 10243.469
5450 808.00 10235.843
5450 809.00 10228.185
5450 810.00 10220.496
5450 811.00 10212.776
5450 812.00 10205.027
5450 813.00 10197.247
5450 814.00 10189.437
5450 815.00 10181.599
5450 816.00 10173.730
5450 817.00 10165.833
5450 818.00 10157.908
5450 819.00 10149.954
5450 820.00 10141.972
5450 821.00 10133.963
5450 822.00 10125.926
5450 823.00 10117.861
5450 824.00 10109.770
5450 825.00 10101.652
5450 826.00 10093.508
5450 827.00 10085.338
5450 828.00 10077.141
5450 829.00 10068.920
5450 830.00 10060.673
5450 831.00 10052.400
5450 832.00 10044.104
5450 833.00 10035.782
5450 834.00 10027.436
5450 835.00 10019.067
5450 836.00 10010.673
5450 837.00 10002.256
5450 838.00 9993.816
5450 839.00 9985.353
5450 840.00 9976.867
5450 841.00 9968.358
5450 842.00 9959.828
5450 843.00 9951.275
5450 844.00 9942.700
5450 845.00 9934.104
5450 846.00 9925.487
5450 847.00 9916.849
5450 848.00 9908.189
5450 849.00 9899.510
5450 850.00 9890.809
5450 851.00 9882.089
5450 852.00 9873.349
5450 853.00 9864.589
5450 854.00 9855.810
5450 855.00 9847.012
5450 856.00 9838.194
5450 857.00 9829.358
5450 858.00 9820.503
5450 859.00 9811.631
5450 860.00 9802.739
5450 861.00 9793.831
5450 862.00 9784.904
5450 863.00 9775.960
5450 864.00 9766.999
5450 865.00 9758.021
5450 866.00 9749.026
5450 867.00 9740.014
5450 868.00 9730.986
5450 869.00 9721.942
5450 870.00 9712.882
5450 871.00 9703.807
5450 872.00 9694.715
5450 873.00 9685.609
5450 874.00 9676.487
5450 875.00 9667.350
5450 876.00 9658.199
5450 877.00 9649.033
5450 878.00 9639.853
5450 879.00 9630.658
5450 880.00 9621.450
5450 881.00 9612.228
5450 882.00 9602.992
5450 883.00 9593.743
5450 884.00 9584.480
5450 885.00 9575.205
5450 886.00 9565.917
5450 887.00 9556.616
5450 888.00 9547.303
5450 889.00 9537.977
5450 890.00 9528.640
5450 891.00 9519.290
5450 892.00 9509.929
5450 893.00 9500.556
5450 894.00 9491.172
5450 895.00 9481.777
5450 896.00 9472.371
5450 897.00 9462.954
5450 898.00 9453.526
5450 899.00 9444.088
5450 900.00 9434.639
5450 901.00 9425.180
5450 902.00 9415.711
5450 903.00 9406.233
5450 904.00 9396.744
5450 905.00 9387.247
5450 906.00 9377.740
5450 907.00 9368.223
5450 908.00 9358.698
5450 909.00 9349.164
5450 910.00 9339.621
5450 911.00 9330.070
5450 912.00 9320.510
5450 913.00 9310.942
5450 914.00 9301.366
5450 915.00 9291.782
5450 916.00 9282.191
5450 917.00 9272.591
5450 918.00 9262.985
5450 919.00 9253.371
5450 920.00 9243.749
5450 921.00 9234.121
5450 922.00 9224.486
5450 923.00 9214.844
5450 924.00 9205.196
5450 925.00 9195.541
5450 926.00 9185.880
5450 927.00 9176.213
5450 928.00 9166.540
5450 929.00 9156.861
5450 930.00 9147.176
5450 931.00 9137.486
5450 932.00 9127.790
5450 933.00 9118.089
5450 934.00 9108.383
5450 935.00 9098.671
5450 936.00 9088.955
5450 937.00 9079.234
5450 938.00 9069.508
5450 939.00 9059.778
5450 940.00 9050.043
5450 941.00 9040.305
5450 942.00 9030.562
5450 943.00 9020.815
5450 944.00 9011.064
5450 945.00 9001.309
5450 946.00 8991.551
5450 947.00 8981.789
5450 948.00 8972.024
5450 949.00 8962.256
5450 950.00 8952.484
5450 951.00 8942.709
5450 952.00 8932.932
5450 953.00 8923.152
5450 954.00 8913.369
5450 955.00 8903.583
5450 956.00 8893.795
5450 957.00 8884.005
5450 958.00 8874.212
5450 959.00 8864.418
5450 960.00 8854.621
5450 961.00 8844.823
5450 962.00 8835.022
5450 963.00 8825.221
5450 964.00 8815.417
5450 965.00 8805.612
5450 966.00 8795.806
5450 967.00 8785.999
5450 968.00 8776.190
5450 969.00 8766.380
5450 970.00 8756.570
5450 971.00 8746.759
5450 972.00 8736.947
5450 973.00 8727.134
5450 974.00 8717.321
5450 975.00 8707.507
5450 976.00 8697.693
5450 977.00 8687.879
5450 978.00 8678.065
5450 979.00 8668.251
5450 980.00 8658.437
5450 981.00 8648.623
5450 982.00 8638.809
5450 983.00 8628.996
5450 984.00 8619.183
5450 985.00 8609.371
5450 986.00 8599.559
5450 987.00 8589.748
5450 988.00 8579.938
5450 989.00 8570.129
5450 990.00 8560.321
5450 991.00 8550.514
5450 992.00 8540.708
5450 993.00 8530.904
5450 994.00 8521.101
5450 995.00 8511.299
5450 996.00 8501.499
5450 997.00 8491.700
5450 998.00 8481.903
5450 999.00 8472.108
5450 1000.00 8462.315
5450 1001.00 8452.523
5450 1002.00 8442.734
5450 1003.00 8432.947
5450 1004.00 8423.162
5450 1005.00 8413.379
5450 1006.00 8403.599
5450 1007.00 8393.821
5450 1008.00 8384.046
5450 1009.00 8374.273
5450 1010.00 8364.502
5450 1011.00 8354.735
5450 1012.00 8344.970
5450 1013.00 8335.209
5450 1014.00 8325.450
5450 1015.00 8315.694
5450 1016.00 8305.941
5450 1017.00 8296.192
5450 1018.00 8286.446
5450 1019.00 8276.703
5450 1020.00 8266.963
5450 1021.00 8257.227
5450 1022.00 8247.494
5450 1023.00 8237.765
5450 1024.00 8228.040
5450 1025.00 8218.318
5450 1026.00 8208.601
5450 1027.00 8198.887
5450 1028.00 8189.177
5450 1029.00 8179.471
5450 1030.00 8169.769
5450 1031.00 8160.071
5450 1032.00 8150.377
5450 1033.00 8140.688
5450 1034.00 8131.003
5450 1035.00 8121.322
5450 1036.00 8111.646
5450 1037.00 8101.974
5450 1038.00 8092.307
5450 1039.00 8082.644
5450 1040.00 8072.987
5450 1041.00 8063.333
5450 1042.00 8053.685
5450 1043.00 8044.042
5450 1044.00 8034.403
5450 1045.00 8024.769
5450 1046.00 8015.141
5450 1047.00 8005.517
5450 1048.00 7995.899
5450 1049.00 7986.286
5450 1050.00 7976.678
5450 1051.00 7967.075
5450 1052.00 7957.478
5450 1053.00 7947.886
5450 1054.00 7938.300
5450 1055.00 7928.719
5450 1056.00 7919.144
5450 1057.00 7909.574
5450 1058.00 7900.010
5450 1059.00 7890.452
5450 1060.00 7880.899
5450 1061.00 7871.353
5450 1062.00 7861.812
5450 1063.00 7852.277
5450 1064.00 7842.748
5450 1065.00 7833.225
5450 1066.00 7823.708
5450 1067.00 7814.197
5450 1068.00 7804.693
5450 1069.00 7795.194
5450 1070.00 7785.702
5450 1071.00 7776.216
5450 1072.00 7766.737
5450 1073.00 7757.264
5450 1074.00 7747.797
5450 1075.00 7738.337
5450 1076.00 7728.883
5450 1077.00 7719.436
5450 1078.00 7709.995
5450 1079.00 7700.561
5450 1080.00 7691.134
5450 1081.00 7681.713
5450 1082.00 7672.300
5450 1083.00 7662.893
5450 1084.00 7653.493
5450 1085.00 7644.099
5450 1086.00 7634.713
5450 1087.00 7625.334
5450 1088.00 7615.961
5450 1089.00 7606.596
5450 1090.00 7597.238
5450 1091.00 7587.887
5450 1092.00 7578.543
5450 1093.00 7569.206
5450 1094.00 7559.876
5450 1095.00 7550.554
5450 1096.00 7541.239
5450 1097.00 7531.931
5450 1098.00 7522.631
5450 1099.00 7513.338
5450 1100.00 7504.053
5450 1101.00 7494.775
5450 1102.00 7485.504
5450 1103.00 7476.241
5450 1104.00 7466.986
5450 1105.00 7457.738
5450 1106.00 7448.498
5450 1107.00 7439.265
5450 1108.00 7430.041
5450 1109.00 7420.823
5450 1110.00 7411.614
5450 1111.00 7402.413
5450 1112.00 7393.219
5450 1113.00 7384.033
5450 1114.00 7374.855
5450 1115.00 7365.685
5450 1116.00 7356.523
5450 1117.00 7347.369
5450 1118.00 7338.223
5450 1119.00 7329.084
5450 1120.00 7319.954
5450 1121.00 7310.832
5450 1122.00 7301.718
5450 1123.00 7292.613
5450 1124.00 7283.515
5450 1125.00 7274.426
5450 1126.00 7265.344
5450 1127.00 7256.271
5450 1128.00 7247.207
5450 1129.00 7238.150
5450 1130.00 7229.102
5450 1131.00 7220.062
5450 1132.00 7211.031
5450 1133.00 7202.008
5450 1134.00 7192.993
5450 1135.00 7183.987
5450 1136.00 7174.989
5450 1137.00 7166.000
5450 1138.00 7157.019
5450 1139.00 7148.047
5450 1140.00 7139.084
5450 1141.00 7130.128
5450 1142.00 7121.182
5450 1143.00 7112.244
5450 1144.00 7103.315
5450 1145.00 7094.394
5450 1146.00 7085.482
5450 1147.00 7076.579
5450 1148.00 7067.684
5450 1149.00 7058.799
5450 1150.00 7049.921
5450 1151.00 7041.053
5450 1152.00 7032.194
5450 1153.00 7023.343
5450 1154.00 7014.501
5450 1155.00 7005.668
5450 1156.00 6996.844
5450 1157.00 6988.029
5450 1158.00 6979.222
5450 1159.00 6970.425
5450 1160.00 6961.636
5450 1161.00 6952.857
5450 1162.00 6944.086
5450 1163.00 6935.325
5450 1164.00 6926.572
5450 1165.00 6917.828
5450 1166.00 6909.094
5450 1167.00 6900.368
5450 1168.00 6891.652
5450 1169.00 6882.945
5450 1170.00 6874.246
5450 1171.00 6865.557
5450 1172.00 6856.877
5450 1173.00 6848.206
5450 1174.00 6839.545
5450 1175.00 6830.892
5450 1176.00 6822.249
5450 1177.00 6813.614
5450 1178.00 6804.989
5450 1179.00 6796.374
5450 1180.00 6787.767
5450 1181.00 6779.170
5450 1182.00 6770.582
5450 1183.00 6762.003
5450 1184.00 6753.434
5450 1185.00 6744.873
5450 1186.00 6736.322
5450 1187.00 6727.781
5450 1188.00 6719.249
5450 1189.00 6710.726
5450 1190.00 6702.212
5450 1191.00 6693.708
5450 1192.00 6685.213
5450 1193.00 6676.728
5450 1194.00 6668.252
5450 1195.00 6659.785
5450 1196.00 6651.328
5450 1197.00 6642.880
5450 1198.00 6634.442
5450 1199.00 6626.013
5450 1200.00 6617.593
5450 1201.00 6609.183
5450 1202.00 6600.783
5450 1203.00 6592.392
5450 1204.00 6584.010
5450 1205.00 6575.638
5450 1206.00 6567.276
5450 1207.00 6558.922
5450 1208.00 6550.579
5450 1209.00 6542.245
5450 1210.00 6533.920
5450 1211.00 6525.605
5450 1212.00 6517.300
5450 1213.00 6509.004
5450 1214.00 6500.718
5450 1215.00 6492.441
5450 1216.00 6484.174
5450 1217.00 6475.916
5450 1218.00 6467.668
5450 1219.00 6459.430
5450 1220.00 6451.201
5450 1221.00 6442.982
5450 1222.00 6434.772
5450 1223.00 6426.572
5450 1224.00 6418.382
5450 1225.00 6410.201
5450 1226.00 6402.030
5450 1227.00 6393.869
5450 1228.00 6385.717
5450 1229.00 6377.575
5450 1230.00 6369.442
5450 1231.00 6361.319
5450 1232.00 6353.206
5450 1233.00 6345.103
5450 1234.00 6337.009
5450 1235.00 6328.925
5450 1236.00 6320.850
5450 1237.00 6312.785
5450 1238.00 6304.730
5450 1239.00 6296.685
5450 1240.00 6288.649
5450 1241.00 6280.623
5450 1242.00 6272.606
5450 1243.00 6264.599
5450 1244.00 6256.602
5450 1245.00 6248.615
5450 1246.00 6240.638
5450 1247.00 6232.670
5450 1248.00 6224.711
5450 1249.00 6216.763
5450 1250.00 6208.824
5450 1251.00 6200.895
5450 1252.00 6192.976
5450 1253.00 6185.066
5450 1254.00 6177.166
5450 1255.00 6169.276
5450 1256.00 6161.395
5450 1257.00 6153.525
5450 1258.00 6145.664
5450 1259.00 6137.812
5450 1260.00 6129.971
5450 1261.00 6122.139
5450 1262.00 6114.317
5450 1263.00 6106.504
5450 1264.00 6098.702
5450 1265.00 6090.909
5450 1266.00 6083.126
5450 1267.00 6075.352
5450 1268.00 6067.588
5450 1269.00 6059.834
5450 1270.00 6052.090
5450 1271.00 6044.355
5450 1272.00 6036.630
5450 1273.00 6028.915
5450 1274.00 6021.210
5450 1275.00 6013.514
5450 1276.00 6005.828
5450 1277.00 5998.152
5450 1278.00 5990.485
5450 1279.00 5982.829
5450 1280.00 5975.181
5450 1281.00 5967.544
5450 1282.00 5959.916
5450 1283.00 5952.298
5450 1284.00 5944.690
5450 1285.00 5937.092
5450 1286.00 5929.503
5450 1287.00 5921.924
5450 1288.00 5914.354
5450 1289.00 5906.795
5450 1290.00 5899.245
5450 1291.00 5891.704
5450 1292.00 5884.174
5450 1293.00 5876.653
5450 1294.00 5869.142
5450 1295.00 5861.640
5450 1296.00 5854.148
5450 1297.00 5846.666
5450 1298.00 5839.193
5450 1299.00 5831.731
5450 1300.00 5824.277
5040 300.00 1483.286
5040 301.00 1510.687
5040 302.00 1538.340
5040 303.00 1566.244
5040 304.00 1594.397
5040 305.00 1622.795
5040 306.00 1651.439
5040 307.00 1680.325
5040 308.00 1709.452
5040 309.00 1738.817
5040 310.00 1768.418
5040 311.00 1798.254
5040 312.00 1828.322
5040 313.00 1858.620
5040 314.00 1889.145
5040 315.00 1919.895
5040 316.00 1950.869
5040 317.00 1982.063
5040 318.00 2013.475
5040 319.00 2045.103
5040 320.00 2076.945
5040 321.00 2108.997
5040 322.00 2141.257
5040 323.00 2173.724
5040 324.00 2206.393
5040 325.00 2239.263
5040 326.00 2272.331
5040 327.00 2305.594
5040 328.00 2339.050
5040 329.00 2372.696
5040 330.00 2406.530
5040 331.00 2440.547
5040 332.00 2474.747
5040 333.00 2509.126
5040 334.00 2543.681
5040 335.00 2578.409
5040 336.00 2613.308
5040 337.00 2648.375
5040 338.00 2683.607
5040 339.00 2719.001
5040 340.00 2754.554
5040 341.00 2790.264
5040 342.00 2826.127
5040 343.00 2862.141
5040 344.00 2898.302
5040 345.00 2934.608
5040 346.00 2971.057
5040 347.00 3007.644
5040 348.00 3044.367
5040 349.00 3081.223
5040 350.00 3118.209
5040 351.00 3155.322
5040 352.00 3192.560
5040 353.00 3229.919
5040 354.00 3267.396
5040 355.00 3304.989
5040 356.00 3342.694
5040 357.00 3380.509
5040 358.00 3418.430
5040 359.00 3456.454
5040 360.00 3494.580
5040 361.00 3532.802
5040 362.00 3571.120
5040 363.00 3609.530
5040 364.00 3648.028
5040 365.00 3686.613
5040 366.00 3725.280
5040 367.00 3764.028
5040 368.00 3802.852
5040 369.00 3841.751
5040 370.00 3880.722
5040 371.00 3919.761
5040 372.00 3958.866
5040 373.00 3998.034
5040 374.00 4037.262
5040 375.00 4076.546
5040 376.00 4115.886
5040 377.00 4155.276
5040 378.00 4194.716
5040 379.00 4234.201
5040 380.00 4273.729
5040 381.00 4313.298
5040 382.00 4352.904
5040 383.00 4392.546
5040 384.00 4432.219
5040 385.00 4471.922
5040 386.00 4511.652
5040 387.00 4551.405
5040 388.00 4591.180
5040 389.00 4630.974
5040 390.00 4670.784
5040 391.00 4710.607
5040 392.00 4750.442
5040 393.00 4790.284
5040 394.00 4830.132
5040 395.00 4869.984
5040 396.00 4909.836
5040 397.00 4949.687
5040 398.00 4989.533
5040 399.00 5029.372
5040 400.00 5069.202
5040 401.00 5109.020
5040 402.00 5148.824
5040 403.00 5188.612
5040 404.00 5228.381
5040 405.00 5268.128
5040 406.00 5307.852
5040 407.00 5347.550
5040 408.00 5387.220
5040 409.00 5426.859
5040 410.00 5466.466
5040 411.00 5506.038
5040 412.00 5545.572
5040 413.00 5585.067
5040 414.00 5624.521
5040 415.00 5663.930
5040 416.00 5703.294
5040 417.00 5742.610
5040 418.00 5781.876
5040 419.00 5821.090
5040 420.00 5860.249
5040 421.00 5899.352
5040 422.00 5938.397
5040 423.00 5977.382
5040 424.00 6016.305
5040 425.00 6055.164
5040 426.00 6093.956
5040 427.00 6132.681
5040 428.00 6171.336
5040 429.00 6209.919
5040 430.00 6248.429
5040 431.00 6286.864
5040 432.00 6325.221
5040 433.00 6363.500
5040 434.00 6401.698
5040 435.00 6439.814
5040 436.00 6477.846
5040 437.00 6515.792
5040 438.00 6553.650
5040 439.00 6591.420
5040 440.00 6629.099
5040 441.00 6666.686
5040 442.00 6704.180
5040 443.00 6741.578
5040 444.00 6778.879
5040 445.00 6816.082
5040 446.00 6853.185
5040 447.00 6890.186
5040 448.00 6927.085
5040 449.00 6963.880
5040 450.00 7000.569
5040 451.00 7037.152
5040 452.00 7073.626
5040 453.00 7109.990
5040 454.00 7146.244
5040 455.00 7182.385
5040 456.00 7218.413
5040 457.00 7254.326
5040 458.00 7290.123
5040 459.00 7325.803
5040 460.00 7361.364
5040 461.00 7396.806
5040 462.00 7432.127
5040 463.00 7467.326
5040 464.00 7502.402
5040 465.00 7537.354
5040 466.00 7572.181
5040 467.00 7606.882
5040 468.00 7641.456
5040 469.00 7675.901
5040 470.00 7710.217
5040 471.00 7744.403
5040 472.00 7778.458
5040 473.00 7812.380
5040 474.00 7846.169
5040 475.00 7879.825
5040 476.00 7913.346
5040 477.00 7946.731
5040 478.00 7979.979
5040 479.00 8013.090
5040 480.00 8046.063
5040 481.00 8078.897
5040 482.00 8111.591
5040 483.00 8144.144
5040 484.00 8176.556
5040 485.00 8208.827
5040 486.00 8240.954
5040 487.00 8272.939
5040 488.00 8304.779
5040 489.00 8336.474
5040 490.00 8368.024
5040 491.00 8399.429
5040 492.00 8430.686
5040 493.00 8461.797
5040 494.00 8492.759
5040 495.00 8523.574
5040 496.00 8554.239
5040 497.00 8584.755
5040 498.00 8615.122
5040 499.00 8645.337
5040 500.00 8675.403
5040 501.00 8705.316
5040 502.00 8735.078
5040 503.00 8764.688
5040 504.00 8794.145
5040 505.00 8823.449
5040 506.00 8852.600
5040 507.00 8881.597
5040 508.00 8910.439
5040 509.00 8939.128
5040 510.00 8967.661
5040 511.00 8996.039
5040 512.00 9024.262
5040 513.00 9052.329
5040 514.00 9080.240
5040 515.00 9107.994
5040 516.00 9135.592
5040 517.00 9163.033
5040 518.00 9190.317
5040 519.00 9217.444
5040 520.00 9244.414
5040 521.00 9271.225
5040 522.00 9297.879
5040 523.00 9324.375
5040 524.00 9350.712
5040 525.00 9376.892
5040 526.00 9402.913
5040 527.00 9428.775
5040 528.00 9454.479
5040 529.00 9480.023
5040 530.00 9505.409
5040 531.00 9530.636
5040 532.00 9555.705
5040 533.00 9580.614
5040 534.00 9605.363
5040 535.00 9629.954
5040 536.00 9654.386
5040 537.00 9678.658
5040 538.00 9702.771
5040 539.00 9726.725
5040 540.00 9750.520
5040 541.00 9774.156
5040 542.00 9797.633
5040 543.00 9820.950
5040 544.00 9844.109
5040 545.00 9867.109
5040 546.00 9889.949
5040 547.00 9912.632
5040 548.00 9935.155
5040 549.00 9957.520
5040 550.00 9979.726
5040 551.00 10001.774
5040 552.00 10023.664
5040 553.00 10045.395
5040 554.00 10066.969
5040 555.00 10088.385
5040 556.00 10109.643
5040 557.00 10130.744
5040 558.00 10151.687
5040 559.00 10172.474
5040 560.00 10193.103
5040 561.00 10213.576
5040 562.00 10233.892
5040 563.00 10254.051
5040 564.00 10274.055
5040 565.00 10293.903
5040 566.00 10313.595
5040 567.00 10333.131
5040 568.00 10352.513
5040 569.00 10371.739
5040 570.00 10390.811
5040 571.00 10409.728
5040 572.00 10428.491
5040 573.00 10447.101
5040 574.00 10465.556
5040 575.00 10483.859
5040 576.00 10502.008
5040 577.00 10520.005
5040 578.00 10537.849
5040 579.00 10555.541
5040 580.00 10573.082
5040 581.00 10590.471
5040 582.00 10607.709
5040 583.00 10624.796
5040 584.00 10641.732
5040 585.00 10658.519
5040 586.00 10675.155
5040 587.00 10691.642
5040 588.00 10707.980
5040 589.00 10724.170
5040 590.00 10740.211
5040 591.00 10756.104
5040 592.00 10771.849
5040 593.00 10787.447
5040 594.00 10802.899
5040 595.00 10818.203
5040 596.00 10833.362
5040 597.00 10848.375
5040 598.00 10863.243
5040 599.00 10877.966
5040 600.00 10892.544
5040 601.00 10906.978
5040 602.00 10921.269
5040 603.00 10935.416
5040 604.00 10949.421
5040 605.00 10963.283
5040 606.00 10977.003
5040 607.00 10990.581
5040 608.00 11004.019
5040 609.00 11017.316
5040 610.00 11030.472
5040 611.00 11043.489
5040 612.00 11056.366
5040 613.00 11069.104
5040 614.00 11081.704
5040 615.00 11094.166
5040 616.00 11106.490
5040 617.00 11118.677
5040 618.00 11130.728
5040 619.00 11142.642
5040 620.00 11154.421
5040 621.00 11166.064
5040 622.00 11177.572
5040 623.00 11188.947
5040 624.00 11200.187
5040 625.00 11211.294
5040 626.00 11222.268
5040 627.00 11233.109
5040 628.00 11243.819
5040 629.00 11254.397
5040 630.00 11264.844
5040 631.00 11275.161
5040 632.00 11285.347
5040 633.00 11295.404
5040 634.00 11305.332
5040 635.00 11315.132
5040 636.00 11324.803
5040 637.00 11334.347
5040 638.00 11343.764
5040 639.00 11353.054
5040 640.00 11362.218
5040 641.00 11371.257
5040 642.00 11380.170
5040 643.00 11388.959
5040 644.00 11397.624
5040 645.00 11406.165
5040 646.00 11414.583
5040 647.00 11422.878
5040 648.00 11431.052
5040 649.00 11439.104
5040 650.00 11447.035
5040 651.00 11454.845
5040 652.00 11462.535
5040 653.00 11470.106
5040 654.00 11477.558
5040 655.00 11484.891
5040 656.00 11492.106
5040 657.00 11499.204
5040 658.00 11506.185
5040 659.00 11513.049
5040 660.00 11519.797
5040 661.00 11526.430
5040 662.00 11532.948
5040 663.00 11539.351
5040 664.00 11545.641
5040 665.00 11551.817
5040 666.00 11557.880
5040 667.00 11563.831
5040 668.00 11569.670
5040 669.00 11575.398
5040 670.00 11581.015
5040 671.00 11586.521
5040 672.00 11591.918
5040 673.00 11597.205
5040 674.00 11602.384
5040 675.00 11607.454
5040 676.00 11612.417
5040 677.00 11617.272
5040 678.00 11622.021
5040 679.00 11626.663
5040 680.00 11631.200
5040 681.00 11635.631
5040 682.00 11639.958
5040 683.00 11644.180
5040 684.00 11648.299
5040 685.00 11652.315
5040 686.00 11656.228
5040 687.00 11660.039
5040 688.00 11663.748
5040 689.00 11667.356
5040 690.00 11670.863
5040 691.00 11674.271
5040 692.00 11677.578
5040 693.00 11680.787
5040 694.00 11683.897
5040 695.00 11686.909
5040 696.00 11689.823
5040 697.00 11692.640
5040 698.00 11695.360
5040 699.00 11697.985
5040 700.00 11700.513
5040 701.00 11702.947
5040 702.00 11705.286
5040 703.00 11707.531
5040 704.00 11709.682
5040 705.00 11711.740
5040 706.00 11713.706
5040 707.00 11715.579
5040 708.00 11717.361
5040 709.00 11719.051
5040 710.00 11720.651
5040 711.00 11722.161
5040 712.00 11723.581
5040 713.00 11724.911
5040 714.00 11726.153
5040 715.00 11727.307
5040 716.00 11728.373
5040 717.00 11729.352
5040 718.00 11730.244
5040 719.00 11731.049
5040 720.00 11731.769
5040 721.00 11732.404
5040 722.00 11732.953
5040 723.00 11733.419
5040 724.00 11733.800
5040 725.00 11734.098
5040 726.00 11734.312
5040 727.00 11734.445
5040 728.00 11734.495
5040 729.00 11734.464
5040 730.00 11734.351
5040 731.00 11734.158
5040 732.00 11733.885
5040 733.00 11733.532
5040 734.00 11733.100
5040 735.00 11732.589
5040 736.00 11732.000
5040 737.00 11731.333
5040 738.00 11730.588
5040 739.00 11729.767
5040 740.00 11728.869
5040 741.00 11727.895
5040 742.00 11726.845
5040 743.00 11725.721
5040 744.00 11724.521
5040 745.00 11723.248
5040 746.00 11721.900
5040 747.00 11720.479
5040 748.00 11718.985
5040 749.00 11717.419
5040 750.00 11715.781
5040 751.00 11714.071
5040 752.00 11712.290
5040 753.00 11710.438
5040 754.00 11708.516
5040 755.00 11706.524
5040 756.00 11704.463
5040 757.00 11702.333
5040 758.00 11700.134
5040 759.00 11697.867
5040 760.00 11695.532
5040 761.00 11693.130
5040 762.00 11690.662
5040 763.00 11688.126
5040 764.00 11685.525
5040 765.00 11682.858
5040 766.00 11680.126
5040 767.00 11677.329
5040 768.00 11674.468
5040 769.00 11671.543
5040 770.00 11668.554
5040 771.00 11665.503
5040 772.00 11662.388
5040 773.00 11659.211
5040 774.00 11655.973
5040 775.00 11652.673
5040 776.00 11649.311
5040 777.00 11645.889
5040 778.00 11642.407
5040 779.00 11638.865
5040 780.00 11635.263
5040 781.00 11631.603
5040 782.00 11627.883
5040 783.00 11624.105
5040 784.00 11620.270
5040 785.00 11616.376
5040 786.00 11612.426
5040 787.00 11608.419
5040 788.00 11604.355
5040 789.00 11600.236
5040 790.00 11596.060
5040 791.00 11591.830
5040 792.00 11587.544
5040 793.00 11583.205
5040 794.00 11578.811
5040 795.00 11574.363
5040 796.00 11569.862
5040 797.00 11565.308
5040 798.00 11560.701
5040 799.00 11556.042
5040 800.00 11551.331
5040 801.00 11546.568
5040 802.00 11541.755
5040 803.00 11536.890
5040 804.00 11531.975
5040 805.00 11527.010
5040 806.00 11521.995
5040 807.00 11516.931
5040 808.00 11511.818
5040 809.00 11506.656
